,file_path,img_name,class_id,txt_labels,order,family,species_group
10,0817/19f1ceead89e4191ab362c096de940c8.jpg,19f1ceea-d89e-4191-ab36-2c096de940c8,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
11,0817/1a68d370bb664fa8b761c3fc3f6e417c.jpg,1a68d370-bb66-4fa8-b761-c3fc3f6e417c,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
12,0817/1d04afaa687443f5a5dac6f5deebd45b.jpg,1d04afaa-6874-43f5-a5da-c6f5deebd45b,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
13,0817/2033ce2dc2e84cc5ba1f86944124cccb.jpg,2033ce2d-c2e8-4cc5-ba1f-86944124cccb,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
14,0817/223a4eec9f8b42099126f33a78c08783.jpg,223a4eec-9f8b-4209-9126-f33a78c08783,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
15,0817/2d5dedcefc0e4ff9841450c32b3d3466.jpg,2d5dedce-fc0e-4ff9-8414-50c32b3d3466,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
16,0817/2d6cbc1bade24df5984547b9f92fb51b.jpg,2d6cbc1b-ade2-4df5-9845-47b9f92fb51b,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
17,0817/2d9d025b88c34a1ebf9eb88f21f23ad8.jpg,2d9d025b-88c3-4a1e-bf9e-b88f21f23ad8,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
18,0817/33a49b0ff92e44c4b4fc1be0833777e9.jpg,33a49b0f-f92e-44c4-b4fc-1be0833777e9,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
19,0817/35c330bf6765474b93a6590ea1252820.jpg,35c330bf-6765-474b-93a6-590ea1252820,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
20,0817/3e1d6eddde79438999150ee1a4093eb3.jpg,3e1d6edd-de79-4389-9915-0ee1a4093eb3,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
21,0817/3eaf9800ee7149a48d1d699c3b305ed6.jpg,3eaf9800-ee71-49a4-8d1d-699c3b305ed6,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
22,0817/3ef01d6714324fddba5c620dadf4428f.jpg,3ef01d67-1432-4fdd-ba5c-620dadf4428f,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
23,0817/3f03c82563a345958e3982fa5701d6fe.jpg,3f03c825-63a3-4595-8e39-82fa5701d6fe,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
24,0817/4252ce0b6c5b43ce85f4c8ed96fa8887.jpg,4252ce0b-6c5b-43ce-85f4-c8ed96fa8887,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
25,0817/486df3165c6c44d1a6f5a956add3074e.jpg,486df316-5c6c-44d1-a6f5-a956add3074e,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
26,0817/4c5236036a484c59bfc115caee7fe278.jpg,4c523603-6a48-4c59-bfc1-15caee7fe278,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
27,0817/4c66e80761e84cbca88aa18138b94e88.jpg,4c66e807-61e8-4cbc-a88a-a18138b94e88,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
28,0817/4f8a409e1184421aaab8e7d8518ac554.jpg,4f8a409e-1184-421a-aab8-e7d8518ac554,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
29,0817/53efb265d28244ed8c2db84492401c05.jpg,53efb265-d282-44ed-8c2d-b84492401c05,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
30,0817/540c7c3ef66e445f85ed2b9385f36ea2.jpg,540c7c3e-f66e-445f-85ed-2b9385f36ea2,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
31,0817/559fe998131e42f684854dfd31f84658.jpg,559fe998-131e-42f6-8485-4dfd31f84658,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
32,0817/560518510b4c48ee939c223282466f1c.jpg,56051851-0b4c-48ee-939c-223282466f1c,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
33,0817/5d3efa649acf49d593843a66472e217c.jpg,5d3efa64-9acf-49d5-9384-3a66472e217c,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
34,0817/5f25f294a2564743a7c330ece9702f91.jpg,5f25f294-a256-4743-a7c3-30ece9702f91,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
35,0817/604853ac855e477a9c3a921d0d54d906.jpg,604853ac-855e-477a-9c3a-921d0d54d906,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
36,0817/696978df53ad4a08a2c9ec272c6a3982.jpg,696978df-53ad-4a08-a2c9-ec272c6a3982,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
37,0817/6a9a52f4d9f340cda1bfb6ab378b3ce7.jpg,6a9a52f4-d9f3-40cd-a1bf-b6ab378b3ce7,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
38,0817/6c292e68c99a44f6855c154c6a8288ba.jpg,6c292e68-c99a-44f6-855c-154c6a8288ba,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
39,0817/72bd128c6fec44aaae6a55192bd5f805.jpg,72bd128c-6fec-44aa-ae6a-55192bd5f805,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
40,0817/72c1b2820e724b0e86b1c728b3d43ca9.jpg,72c1b282-0e72-4b0e-86b1-c728b3d43ca9,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
41,0817/75132bbb9c70449f958f4f2d4ca07f51.jpg,75132bbb-9c70-449f-958f-4f2d4ca07f51,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
42,0817/7af5d74c114e489790a5664928afd285.jpg,7af5d74c-114e-4897-90a5-664928afd285,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
43,0817/7e3ab9c7b620401393fe286bbd8aa59d.jpg,7e3ab9c7-b620-4013-93fe-286bbd8aa59d,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
44,0817/7ff291daf29346f0a8638ae836b804fa.jpg,7ff291da-f293-46f0-a863-8ae836b804fa,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
45,0817/867baa3c63c1421291a5e32d921441df.jpg,867baa3c-63c1-4212-91a5-e32d921441df,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
46,0817/87319a4cd7904c72ae43be7394203d5f.jpg,87319a4c-d790-4c72-ae43-be7394203d5f,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
47,0817/87a7eacfadbc4224a9badacbc801238b.jpg,87a7eacf-adbc-4224-a9ba-dacbc801238b,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
48,0817/8e7d53ada5584ae5867041b57187d9e5.jpg,8e7d53ad-a558-4ae5-8670-41b57187d9e5,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
49,0817/903c818cb03749eca1b09eb0aa815770.jpg,903c818c-b037-49ec-a1b0-9eb0aa815770,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
50,0817/9402ab7880d64add9681326eafa33b58.jpg,9402ab78-80d6-4add-9681-326eafa33b58,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
51,0817/967b4821873e44e39a033f301fc0ab87.jpg,967b4821-873e-44e3-9a03-3f301fc0ab87,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
52,0817/9d97c3f22b6c4004b924834515d66fd7.jpg,9d97c3f2-2b6c-4004-b924-834515d66fd7,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
53,0817/a29568e42e20404d888bb0962c084389.jpg,a29568e4-2e20-404d-888b-b0962c084389,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
54,0817/a6e7345b870c405b9b92cde6eb7db797.jpg,a6e7345b-870c-405b-9b92-cde6eb7db797,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
55,0817/a8657447b27f496a87a71218f915aee3.jpg,a8657447-b27f-496a-87a7-1218f915aee3,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
56,0817/ab30726c1aae4cb19138feef846be161.jpg,ab30726c-1aae-4cb1-9138-feef846be161,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
57,0817/ac5d934dc937482088bb399b427a25d0.jpg,ac5d934d-c937-4820-88bb-399b427a25d0,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
58,0817/acc3c738bceb48a899224197d3d882de.jpg,acc3c738-bceb-48a8-9922-4197d3d882de,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
59,0817/ad6013bb1f234bca837e49192947b859.jpg,ad6013bb-1f23-4bca-837e-49192947b859,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
60,0817/aff2d849d04d491e9263aa6a6f445e8e.jpg,aff2d849-d04d-491e-9263-aa6a6f445e8e,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
61,0817/b7af94d57bc1459baeb017a7b293b6c4.jpg,b7af94d5-7bc1-459b-aeb0-17a7b293b6c4,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
62,0817/bb92d4b8756040fabadb9641b6a016c2.jpg,bb92d4b8-7560-40fa-badb-9641b6a016c2,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
63,0817/c4c8aa2d20be4c3e83bc1dc26b294486.jpg,c4c8aa2d-20be-4c3e-83bc-1dc26b294486,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
64,0817/c5155ee5fe77493ab188b1f67a1c11d1.jpg,c5155ee5-fe77-493a-b188-b1f67a1c11d1,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
65,0817/c6ca382c2c8e44ffaa3df9e596a4c058.jpg,c6ca382c-2c8e-44ff-aa3d-f9e596a4c058,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
66,0817/c7565a8e6e4f4bf39133728773a293b4.jpg,c7565a8e-6e4f-4bf3-9133-728773a293b4,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
67,0817/ca50fe0dd36b42dbbbb8ca797f35f3b1.jpg,ca50fe0d-d36b-42db-bbb8-ca797f35f3b1,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
68,0817/d1617ffc409f46149571ab23805f80c8.jpg,d1617ffc-409f-4614-9571-ab23805f80c8,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
69,0817/d2ea9defd7394433a61403c8c2d3419a.jpg,d2ea9def-d739-4433-a614-03c8c2d3419a,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
70,0817/d3696d8f221b4763acc5207f1970bf4b.jpg,d3696d8f-221b-4763-acc5-207f1970bf4b,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
71,0817/da580d47bbae4a6b906a2343b08b63d4.jpg,da580d47-bbae-4a6b-906a-2343b08b63d4,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
72,0817/e03b4096476544cca4d95dca1d2018a0.jpg,e03b4096-4765-44cc-a4d9-5dca1d2018a0,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
73,0817/e507989c7925471a9af1a45cae81f898.jpg,e507989c-7925-471a-9af1-a45cae81f898,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
74,0817/e634dce08cf3455798ad7454483a7bce.jpg,e634dce0-8cf3-4557-98ad-7454483a7bce,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
75,0817/f00d9d85b6554d75812b96adb8f48270.jpg,f00d9d85-b655-4d75-812b-96adb8f48270,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
76,0817/f126f5d68312404cb37c5596df4544d9.jpg,f126f5d6-8312-404c-b37c-5596df4544d9,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
77,0817/f227b5e7ef0a468fbe151070fa7e8d06.jpg,f227b5e7-ef0a-468f-be15-1070fa7e8d06,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
78,0817/fa3b1da56ba24a08920a416520455dc3.jpg,fa3b1da5-6ba2-4a08-920a-416520455dc3,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
79,0817/fcffce95128141bf8616a82705048648.jpg,fcffce95-1281-41bf-8616-a82705048648,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
80,0817/fdd1d1e5634c4962bb7f2bfec3c48b76.jpg,fdd1d1e5-634c-4962-bb7f-2bfec3c48b76,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
81,0817/ff01d6e216624d928445936d42181b21.jpg,ff01d6e2-1662-4d92-8445-936d42181b21,817,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice"
82,0860/0000d9fc4e024c06a0afa55cfb16b12b.jpg,0000d9fc-4e02-4c06-a0af-a55cfb16b12b,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
83,0860/02b10604b6cd45be9f4ed0624f67922c.jpg,02b10604-b6cd-45be-9f4e-d0624f67922c,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
84,0860/05c56c9f32e547aa832fe94b40cc8b0c.jpg,05c56c9f-32e5-47aa-832f-e94b40cc8b0c,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
85,0860/05f2556318534cb28335e4408e3f637a.jpg,05f25563-1853-4cb2-8335-e4408e3f637a,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
86,0860/06ee624059cc4dd4819a78d30b3504f5.jpg,06ee6240-59cc-4dd4-819a-78d30b3504f5,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
87,0860/1242aa65c72043d0a1e01ec7c68a6c8b.jpg,1242aa65-c720-43d0-a1e0-1ec7c68a6c8b,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
88,0860/1278779dee414244ab3b4cb4b515bead.jpg,1278779d-ee41-4244-ab3b-4cb4b515bead,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
89,0860/15b24a6125be43569eac5ce95d0cb4a4.jpg,15b24a61-25be-4356-9eac-5ce95d0cb4a4,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
90,0860/17050eb961c44d6f8daf2ab7f133bae8.jpg,17050eb9-61c4-4d6f-8daf-2ab7f133bae8,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
91,0860/17b44a7dc5ca479f9e87f65a64f5c80e.jpg,17b44a7d-c5ca-479f-9e87-f65a64f5c80e,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
92,0860/18dfed73e36b4487a8bd0b8cff8e3668.jpg,18dfed73-e36b-4487-a8bd-0b8cff8e3668,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
93,0860/209f2f5b6d844f1db0f2380b1b62b037.jpg,209f2f5b-6d84-4f1d-b0f2-380b1b62b037,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
94,0860/27867bfccc5e4887a392853e1fefd107.jpg,27867bfc-cc5e-4887-a392-853e1fefd107,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
95,0860/2951af39c71e49b7b1387dea9e352d65.jpg,2951af39-c71e-49b7-b138-7dea9e352d65,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
96,0860/29a21a9f54bb4093ad3f04823ceaa89f.jpg,29a21a9f-54bb-4093-ad3f-04823ceaa89f,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
97,0860/2b1146cf9deb4b088331e78dbe11810f.jpg,2b1146cf-9deb-4b08-8331-e78dbe11810f,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
98,0860/2c60b166be15464a9ee52013743617ac.jpg,2c60b166-be15-464a-9ee5-2013743617ac,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
99,0860/30697c70e5c44b059c94ca5b23326149.jpg,30697c70-e5c4-4b05-9c94-ca5b23326149,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
100,0860/31ff643698bf4652bed240f627229568.jpg,31ff6436-98bf-4652-bed2-40f627229568,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
101,0860/3314fc7be8a84d3cae1c1624f7d02a4c.jpg,3314fc7b-e8a8-4d3c-ae1c-1624f7d02a4c,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
102,0860/335a2261cd4e435781201ed5ddd34c3a.jpg,335a2261-cd4e-4357-8120-1ed5ddd34c3a,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
103,0860/33c53ecb2f21421c9955a76c7496d9d3.jpg,33c53ecb-2f21-421c-9955-a76c7496d9d3,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
104,0860/349b0ebb2afe4a388f7d8d66e6d92850.jpg,349b0ebb-2afe-4a38-8f7d-8d66e6d92850,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
105,0860/3a670dc0121d458583d3c95d0ff8cba6.jpg,3a670dc0-121d-4585-83d3-c95d0ff8cba6,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
106,0860/3be182d2943c465ea71177dcea6834de.jpg,3be182d2-943c-465e-a711-77dcea6834de,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
107,0860/3fe51640de9645a9983eac3aff265ad0.jpg,3fe51640-de96-45a9-983e-ac3aff265ad0,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
108,0860/45197a61268e478295b2e5197eb50f7f.jpg,45197a61-268e-4782-95b2-e5197eb50f7f,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
109,0860/46ed03ffea5d402cbeb7249e4fbf8552.jpg,46ed03ff-ea5d-402c-beb7-249e4fbf8552,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
110,0860/4804e895f1334cc5b8fa1904edf09dad.jpg,4804e895-f133-4cc5-b8fa-1904edf09dad,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
111,0860/494d618501294a1d8e58519cdd5325d7.jpg,494d6185-0129-4a1d-8e58-519cdd5325d7,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
112,0860/4a022222056d461cab0239fac9647552.jpg,4a022222-056d-461c-ab02-39fac9647552,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
113,0860/4aa72fad6d824afca5de6be6bb04a65e.jpg,4aa72fad-6d82-4afc-a5de-6be6bb04a65e,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
114,0860/4c530c3c6aab492a94d19c01797bde40.jpg,4c530c3c-6aab-492a-94d1-9c01797bde40,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
115,0860/4f695df5afac4da79875fee39b0b24ad.jpg,4f695df5-afac-4da7-9875-fee39b0b24ad,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
116,0860/524b2e9857674d53942cebae6925659b.jpg,524b2e98-5767-4d53-942c-ebae6925659b,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
117,0860/5383b32015184095a58e5cc1ae30b64c.jpg,5383b320-1518-4095-a58e-5cc1ae30b64c,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
118,0860/55fabbd602fb41fc8f7abe65e339ed81.jpg,55fabbd6-02fb-41fc-8f7a-be65e339ed81,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
119,0860/593ed0a420e24a429b41f6f74b70358e.jpg,593ed0a4-20e2-4a42-9b41-f6f74b70358e,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
120,0860/5b858f35c3344de2a26016679dfedfcc.jpg,5b858f35-c334-4de2-a260-16679dfedfcc,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
121,0860/5bff793ecbd54d7eb6280ac2b0e30b64.jpg,5bff793e-cbd5-4d7e-b628-0ac2b0e30b64,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
122,0860/5cf7444614e649309704ec8f07066af3.jpg,5cf74446-14e6-4930-9704-ec8f07066af3,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
123,0860/61fb959dd4d94de49e4e4fa62b4cfcd5.jpg,61fb959d-d4d9-4de4-9e4e-4fa62b4cfcd5,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
124,0860/6b803106c1794d008a727f977d9b1f87.jpg,6b803106-c179-4d00-8a72-7f977d9b1f87,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
125,0860/6ca0a242c4414df2839d7e24fcc9be04.jpg,6ca0a242-c441-4df2-839d-7e24fcc9be04,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
126,0860/6cdb95c4d6624ec8a4548399502986be.jpg,6cdb95c4-d662-4ec8-a454-8399502986be,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
127,0860/6e08bda60fbb41b5863405c1ca865c68.jpg,6e08bda6-0fbb-41b5-8634-05c1ca865c68,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
128,0860/6f5a932c1304420aa7d17349a29aa373.jpg,6f5a932c-1304-420a-a7d1-7349a29aa373,860,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers
